resume_text,label
"Applied scientist at e-commerce company building demand forecasting and inventory optimization systems. 5 years of experience with time series modeling, hierarchical forecasting, and operational research. Expert in Python, Prophet, and deep learning forecasting methods. Built forecasting system for 100M+ SKUs reducing stockouts by 30%. Experience with multi-horizon prediction and forecast reconciliation.",1
"ML engineer specializing in on-device inference and model optimization. 4 years of experience with mobile ML, quantization, and neural architecture search. Expert in TensorFlow Lite, Core ML, and ONNX. Deployed vision and NLP models on iOS and Android with 10x latency improvements. Experience with hardware-aware optimization and battery-efficient inference.",1
"Staff research scientist at AI lab working on alignment and safety of large language models. 6 years of experience with RLHF, constitutional AI, and interpretability research. Expert in PyTorch and large-scale training. Published influential papers on AI alignment at NeurIPS and ICML. Experience with red-teaming, evaluation development, and policy recommendations.",1
"Senior analytics engineer designing semantic layer and metrics platform for data-driven organization. 5 years of experience with dbt, SQL, and business intelligence architecture. Expert in Snowflake, Looker, and data modeling. Built unified metrics layer serving 500+ business users. Experience with data governance, documentation, and cross-team data contracts.",1
"Quantitative portfolio manager developing systematic trading strategies using machine learning. 8 years of experience with factor investing, alternative data, and portfolio construction. Expert in Python, statistical modeling, and financial analysis. Built multi-asset strategies with strong risk-adjusted returns. Experience with transaction cost modeling, execution optimization, and risk management.",1
"Senior software engineer building real-time recommendation infrastructure for streaming service. 6 years of experience with distributed systems, caching, and ML serving. Expert in Java, Python, and cloud platforms. Designed recommendation serving system with sub-20ms P99 latency. Experience with feature caching, model ensemble orchestration, and A/B testing infrastructure.",1
"Machine learning researcher studying efficient training methods and model compression. 4 years of experience with knowledge distillation, pruning, and efficient architectures. Expert in PyTorch, theoretical analysis, and empirical evaluation. Published papers on training efficiency at NeurIPS and ICLR. Experience with neural architecture search and hardware-aware optimization.",1
"Data scientist building customer propensity models and segmentation for subscription business. 4 years of experience with survival analysis, churn prediction, and customer lifetime value. Expert in Python, SQL, and ML frameworks. Built propensity models driving 25% improvement in retention campaigns. Experience with model deployment, monitoring, and business stakeholder communication.",1
"Senior NLP engineer developing enterprise search and knowledge management systems. 6 years of experience with semantic search, question answering, and information extraction. Expert in transformer models, vector databases, and retrieval systems. Built enterprise search platform serving 50K+ employees. Experience with domain adaptation, multi-lingual search, and relevance tuning.",1
"MLOps lead building end-to-end ML platform for financial services company. 5 years of experience with model governance, deployment automation, and monitoring. Expert in Kubernetes, MLflow, and cloud platforms. Designed ML platform meeting regulatory requirements for model risk management. Experience with model documentation, audit trails, and compliance frameworks.",1
"Research scientist at tech company working on generative models for creative applications. 4 years of experience with diffusion models, controllable generation, and image editing. Expert in PyTorch and large-scale training. Published papers on text-to-image synthesis and image manipulation at CVPR and SIGGRAPH. Experience with user research and product integration.",1
"Applied ML engineer building fraud prevention systems for payments platform. 5 years of experience with anomaly detection, graph analytics, and real-time scoring. Expert in Python, Spark, and streaming systems. Built fraud detection system saving $100M+ annually. Experience with adversarial robustness, concept drift, and regulatory compliance.",1
"Senior data scientist specializing in healthcare ML for hospital system. 6 years of experience with clinical prediction models, EHR data, and operational optimization. Expert in Python, SQL, and statistical methods. Built sepsis early warning system reducing mortality by 15%. Experience with clinical validation, model deployment in healthcare settings, and stakeholder communication.",1
"Technical lead for ML platform team building self-service infrastructure for 200+ data scientists. 7 years of experience with platform engineering, developer tools, and ML systems. Expert in Python, Kubernetes, and distributed computing. Designed platform reducing model deployment time from weeks to hours. Experience with technical leadership, roadmap planning, and cross-team collaboration.",1
"Computer vision engineer developing quality inspection systems for manufacturing. 4 years of experience with defect detection, surface inspection, and industrial automation. Expert in PyTorch, OpenCV, and edge deployment. Built visual inspection system achieving 99.5% defect detection rate. Experience with domain adaptation, few-shot learning, and production deployment.",1
"Senior software engineer specializing in search ranking and retrieval systems. 6 years of experience with learning to rank, query understanding, and relevance engineering. Expert in Python, Elasticsearch, and neural retrieval. Built search ranking system serving 100M+ queries daily. Experience with online learning, click modeling, and search quality evaluation.",1
"Data scientist building personalization and targeting systems for media company. 5 years of experience with user modeling, content recommendation, and audience segmentation. Expert in Python, Spark, and ML frameworks. Built targeting system improving ad relevance by 40%. Experience with privacy-preserving ML, contextual targeting, and incrementality measurement.",1
"ML engineer developing speech synthesis and voice conversion systems. 4 years of experience with text-to-speech, prosody modeling, and neural vocoders. Expert in PyTorch and audio processing. Built custom TTS system for voice assistant with natural-sounding output. Experience with speaker adaptation, expressive synthesis, and low-latency inference.",1
"Research engineer working on neural machine translation and multilingual NLP. 5 years of experience with sequence-to-sequence models, transfer learning, and low-resource translation. Expert in fairseq, Hugging Face, and distributed training. Published research on multilingual models at WMT and EMNLP. Experience with quality estimation, document-level translation, and production deployment.",1
"Senior data engineer building data lakehouse architecture for analytics and ML workloads. 6 years of experience with Delta Lake, Spark, and data orchestration. Expert in Python, SQL, and cloud platforms. Designed lakehouse supporting petabyte-scale analytics with transactional guarantees. Experience with data catalog, lineage tracking, and cost optimization.",1
"Applied scientist developing conversational recommendation systems for voice assistant. 4 years of experience with dialogue systems, preference learning, and interactive recommendation. Expert in Python, NLP frameworks, and ranking systems. Built conversational shopping assistant handling 1M+ interactions daily. Experience with multi-turn dialogue, clarification generation, and user simulation.",1
"Machine learning engineer building credit risk models for fintech lending platform. 5 years of experience with credit scoring, default prediction, and regulatory compliance. Expert in Python, XGBoost, and explainability methods. Built credit model improving approval rates while maintaining loss targets. Experience with fair lending compliance, model documentation, and adverse action explanations.",1
"Senior software engineer building distributed training infrastructure for large language models. 6 years of experience with model parallelism, gradient compression, and fault tolerance. Expert in PyTorch, NCCL, and HPC systems. Built training framework scaling to 10K+ GPUs with 90%+ efficiency. Experience with checkpoint management, resource scheduling, and cost optimization.",1
"Data scientist specializing in sports betting and gaming analytics. 4 years of experience with odds modeling, player behavior prediction, and responsible gaming. Expert in Python, SQL, and statistical methods. Built betting models and player segmentation systems. Experience with regulatory compliance, A/B testing, and real-time prediction serving.",1
"ML engineer developing document understanding for legal tech application. 4 years of experience with contract analysis, named entity recognition, and document classification. Expert in transformer models, OCR, and layout analysis. Built contract review system reducing review time by 60%. Experience with legal domain adaptation, entity linking, and human-in-the-loop workflows.",1
"Research scientist studying representation learning and self-supervised methods for visual data. 4 years of experience with contrastive learning, masked autoencoders, and transfer learning. Expert in PyTorch and large-scale training. Published papers on visual representations at CVPR, ICCV, and NeurIPS. Experience with foundation model development and evaluation methodology.",1
"Senior data scientist building marketing measurement and attribution systems. 6 years of experience with incrementality testing, media mix modeling, and customer journey analysis. Expert in Python, R, and causal inference methods. Built attribution system handling multi-touch cross-device journeys. Experience with privacy-preserving measurement, geo experiments, and stakeholder communication.",1
"Platform engineer building GPU cluster infrastructure for ML training workloads. 5 years of experience with Kubernetes, NVIDIA software stack, and distributed systems. Expert in Python, Go, and infrastructure automation. Designed multi-tenant GPU platform serving 1000+ researchers. Experience with scheduling optimization, cost management, and reliability engineering.",1
"Applied ML engineer developing anomaly detection for cloud infrastructure monitoring. 4 years of experience with time series anomaly detection, root cause analysis, and alerting systems. Expert in Python, Prometheus, and ML frameworks. Built AIOps platform reducing incident detection time by 50%. Experience with concept drift, threshold tuning, and operations integration.",1
"Data scientist building pricing intelligence and competitive analysis systems. 5 years of experience with price elasticity modeling, competitor monitoring, and web scraping. Expert in Python, SQL, and ML frameworks. Built dynamic pricing system for e-commerce platform. Experience with market basket analysis, promotional optimization, and revenue management.",1
"Senior ML engineer specializing in recommender systems for job matching platform. 5 years of experience with two-sided marketplaces, embedding models, and ranking optimization. Expert in Python, TensorFlow, and distributed computing. Built job recommendation system increasing application rates by 35%. Experience with fairness constraints, diversity optimization, and cold-start handling.",1
"Research engineer developing neural network verification and certification methods. 3 years of experience with formal methods, adversarial robustness, and safety guarantees. Expert in Python, PyTorch, and mathematical optimization. Published research on certified robustness at NeurIPS and ICML. Experience with interval bound propagation, randomized smoothing, and verification tools.",1
"Senior software engineer building event-driven ML systems for IoT applications. 6 years of experience with streaming analytics, edge computing, and real-time prediction. Expert in Java, Python, and stream processing frameworks. Designed edge ML platform processing 100K+ devices. Experience with federated learning, model updates, and network constraints.",1
"Data scientist specializing in supply chain analytics and network optimization. 5 years of experience with facility location, routing optimization, and demand sensing. Expert in Python, optimization solvers, and ML frameworks. Built network optimization system reducing logistics costs by 20%. Experience with stochastic optimization, simulation, and scenario planning.",1
"ML engineer developing music generation and audio synthesis systems. 4 years of experience with generative models for audio, symbolic music generation, and music information retrieval. Expert in PyTorch, audio processing, and deep generative models. Built music generation system for creative applications. Experience with evaluation methodology, user studies, and ethical considerations.",1
"Senior data engineer building streaming data infrastructure for real-time analytics. 6 years of experience with Kafka, Flink, and event-driven architectures. Expert in Scala, Python, and cloud platforms. Designed streaming platform processing 10M+ events per second. Experience with exactly-once semantics, late data handling, and schema evolution.",1
"Applied scientist working on product recommendations for grocery delivery platform. 4 years of experience with sequential recommendation, basket completion, and substitute modeling. Expert in Python, TensorFlow, and ranking systems. Built recommendation system driving 15% basket size increase. Experience with inventory constraints, freshness optimization, and personalized substitutions.",1
"Research scientist studying neural network interpretability and mechanistic analysis. 4 years of experience with feature visualization, circuit analysis, and probing methods. Expert in PyTorch and interpretability tools. Published influential papers on transformer interpretability at NeurIPS and ICLR. Experience with activation patching, attention analysis, and alignment research.",1
"Senior ML engineer building customer service automation and routing systems. 5 years of experience with intent classification, ticket routing, and response generation. Expert in Python, NLP frameworks, and production ML. Built support automation handling 1M+ tickets monthly. Experience with human-in-the-loop systems, quality monitoring, and escalation prediction.",1
"Data scientist specializing in churn prediction and customer retention for telecom company. 4 years of experience with survival analysis, propensity modeling, and intervention optimization. Expert in Python, SQL, and ML frameworks. Built churn prediction system improving retention by 20%. Experience with treatment effect estimation, budget allocation, and campaign optimization.",1
"Software engineer building ML model serving and inference optimization systems. 5 years of experience with model deployment, batching strategies, and latency optimization. Expert in Python, C++, and serving frameworks. Built inference platform serving 1B+ predictions daily with P99 < 10ms. Experience with model compilation, caching, and auto-scaling.",1
"Senior applied scientist developing entity resolution and data matching systems. 6 years of experience with record linkage, blocking strategies, and fuzzy matching. Expert in Python, Spark, and graph algorithms. Built entity resolution system processing 1B+ records. Experience with active learning, human-in-the-loop workflows, and data quality improvement.",1
"ML researcher working on meta-learning and few-shot learning for computer vision. 4 years of experience with learning to learn, task adaptation, and transfer learning. Expert in PyTorch and experimental methodology. Published papers on efficient adaptation at CVPR and NeurIPS. Experience with benchmark development, evaluation protocols, and practical applications.",1
"Data engineer specializing in ML feature engineering and feature store development. 5 years of experience with feature platforms, real-time features, and data pipelines. Expert in Python, Spark, and Redis. Built feature store serving 1000+ features with sub-10ms latency. Experience with feature discovery, governance, and cross-team collaboration.",1
"Applied ML engineer building visual search and image retrieval systems for e-commerce. 4 years of experience with visual embeddings, similarity search, and product matching. Expert in PyTorch, Faiss, and computer vision. Built visual search system handling 100M+ product images. Experience with query understanding, relevance feedback, and user intent modeling.",1
"Senior data scientist developing loan origination and underwriting models for mortgage lender. 6 years of experience with credit risk modeling, income verification, and regulatory compliance. Expert in Python, ML frameworks, and explainability methods. Built automated underwriting system reducing processing time by 50%. Experience with fair lending analysis, model governance, and documentation.",1
"Research engineer working on controllable text generation and content creation tools. 4 years of experience with LLMs, constrained decoding, and style transfer. Expert in Python, Hugging Face, and generation algorithms. Built content generation tools for creative applications. Published research on controllable generation at ACL and EMNLP.",1
"ML platform engineer building experiment tracking and model management infrastructure. 5 years of experience with MLflow, experiment management, and reproducibility tools. Expert in Python, Docker, and cloud platforms. Designed platform supporting 500+ ML experiments weekly. Experience with collaboration tools, artifact management, and lineage tracking.",1
"Applied scientist developing pricing models for insurance underwriting. 5 years of experience with actuarial modeling, risk classification, and regulatory compliance. Expert in Python, R, and statistical methods. Built dynamic pricing system balancing profitability and fairness. Experience with catastrophe modeling, adverse selection, and rate filing requirements.",1
"Senior software engineer building data annotation and labeling infrastructure for ML teams. 5 years of experience with annotation tools, quality assurance, and active learning. Expert in Python, React, and database systems. Built annotation platform supporting 1M+ labeled examples. Experience with crowd management, consensus methods, and programmatic labeling.",1
"Data scientist specializing in clinical trial analysis and medical research. 5 years of experience with survival analysis, adaptive designs, and regulatory submissions. Expert in R, SAS, and Python. Built analysis pipelines for Phase III clinical trials. Experience with FDA regulatory requirements, protocol development, and biostatistical methods.",1
"ML engineer developing indoor localization and positioning systems. 4 years of experience with WiFi fingerprinting, sensor fusion, and sequential estimation. Expert in Python, signal processing, and embedded systems. Built indoor positioning system with sub-meter accuracy. Experience with map building, motion models, and real-time tracking.",1
"Senior research scientist working on multimodal learning and vision-language models. 6 years of experience with cross-modal attention, visual reasoning, and image captioning. Expert in PyTorch and large-scale training. Published papers on multimodal models at CVPR, NeurIPS, and ACL. Experience with benchmark development, evaluation methodology, and scaling laws.",1
"Applied ML engineer building disease prediction models for digital health application. 4 years of experience with wearable data, physiological signals, and clinical prediction. Expert in Python, time series analysis, and ML frameworks. Built early warning system for chronic disease management. Experience with FDA regulatory pathways, clinical validation, and user privacy.",1
"Data engineer building data quality monitoring and observability systems. 5 years of experience with data testing, anomaly detection, and data contracts. Expert in Python, Great Expectations, and dbt. Designed data quality platform reducing data incidents by 70%. Experience with root cause analysis, alerting, and cross-team collaboration.",1
"Software engineer with 3 years of experience building web applications and REST APIs. Proficient in JavaScript, Node.js, and PostgreSQL. Experience with basic data processing scripts in Python. Completed online machine learning course and working on personal ML projects. Interested in transitioning to ML engineering.",1
"Junior data analyst with 2 years of experience in business intelligence and reporting. Proficient in SQL, Excel, and Tableau. Completed data science bootcamp with projects in regression and classification. Learning Python and pandas. Strong analytical thinking and business acumen.",1
"Backend engineer with 4 years of experience in distributed systems and microservices. Expert in Go and Python. Built high-throughput data pipelines and event processing systems. Exposure to ML through feature serving infrastructure work. Interest in moving closer to ML development.",1
"Graduate student in Statistics completing PhD with focus on high-dimensional inference and sparse regression. Strong theoretical foundation in mathematical statistics. Proficient in R and Python. Published papers on variable selection methods. Experience with consulting projects applying statistical methods to real-world problems.",1
"Product analyst with 3 years of experience supporting product teams with data insights. Proficient in SQL, Python, and A/B testing methodology. Built propensity models and cohort analyses. Experience with statistical significance testing and experimental design. Looking to deepen ML skills.",1
"Research assistant in academic ML lab with 2 years of experience. Published paper on neural network pruning at workshop. Proficient in PyTorch and experimental methodology. Experience with hyperparameter tuning, ablation studies, and baseline comparisons. Applying for industry research positions.",1
"Data engineer with 3 years of experience building ETL pipelines and data warehouses. Expert in SQL, Airflow, and Spark. Built data infrastructure supporting analytics and ML teams. Exposure to feature engineering and ML data requirements. Interested in ML platform engineering.",1
"Software developer with 5 years of experience in financial systems and trading platforms. Expert in Java and Python. Built market data processing systems and trading algorithms. Experience with time series analysis and basic ML models. MS in Computer Science.",1
"Junior ML engineer with 18 months of experience at startup. Built and deployed classification models using scikit-learn and XGBoost. Experience with feature engineering, model evaluation, and Flask APIs. Proficient in Python and SQL. Looking for opportunities to work on more complex ML systems.",1
"Biostatistician with 4 years of experience in pharmaceutical research. Expert in R and SAS. Experience with survival analysis, clinical trial design, and regulatory submissions. Learning Python and ML methods for predictive modeling. PhD in Biostatistics.",1
"Associate consultant with experience in business analytics and strategy projects. 3 years of experience with Excel, SQL, and basic Python. Built analytical models for market sizing and customer segmentation. MBA with quantitative focus. Interest in data science career path.",1
"QA engineer with automation experience transitioning to ML testing and validation. 4 years of experience with test automation and CI/CD. Proficient in Python and testing frameworks. Completed ML coursework focusing on model evaluation and testing methodology.",1
"Mechanical engineer with simulation and modeling experience transitioning to ML. 5 years of experience with computational modeling and numerical methods. Proficient in Python and MATLAB. Completed MS in Data Science. Experience applying ML to engineering design optimization.",1
"Financial analyst with 3 years of experience in investment banking. Strong Excel and financial modeling skills. Learning Python and SQL for data analysis. Completed online data science specialization. Interest in quantitative finance and algorithmic trading.",1
"Technical writer with experience documenting ML systems and APIs. 4 years of experience with developer documentation. Understanding of ML concepts and terminology. Proficient in Python basics. Experience with data science team workflows and model deployment processes.",1
"UX researcher with experience in user behavior analytics and A/B testing. 4 years of experience with experimental design and statistical analysis. Proficient in R and Python. Built user segmentation models and analyzed feature impact. Interest in ML-driven personalization.",1
"Supply chain analyst with experience in demand forecasting and inventory optimization. 3 years of experience with forecasting tools and Excel. Learning Python and time series methods. Completed analytics certificate. Experience with operational data and business process optimization.",1
"Actuary with 5 years of experience in insurance pricing and reserving. Expert in R and Excel. Strong statistical foundation and regulatory knowledge. Learning Python and ML methods. Interest in applying ML to actuarial modeling and underwriting.",1
"Operations researcher with optimization experience transitioning to ML. 4 years of experience with linear programming and simulation. Expert in Python and optimization solvers. Experience with reinforcement learning for sequential decision problems. PhD in Operations Research.",1
"Environmental scientist with data analysis experience applying for ML positions. 3 years of experience with R and spatial analysis. Built prediction models for environmental monitoring. Learning Python and deep learning. Experience with remote sensing data and time series analysis.",1
"Economist with experience in causal inference and policy analysis. 5 years of experience in academic research and consulting. Expert in R and Stata. Published papers on treatment effect estimation. Learning Python and ML methods. PhD in Economics.",1
"Dental hygienist seeking career change with no technical background. 6 years of experience in dental practice. Completed introductory Python course. Strong attention to detail and patient communication skills. Bachelor's in Health Sciences. No data analysis experience.",0
"Bartender with customer service experience looking to enter technology field. 4 years in hospitality industry. Self-studying programming basics. High school diploma. Strong interpersonal skills. No professional technical experience or formal training.",0
"Security guard with monitoring and reporting duties. 5 years of experience with security systems and incident documentation. Some college completed. Basic computer skills for report writing. Looking to transition into more technical role.",0
"Childcare provider with early education experience. 7 years working in daycare settings. Bachelor's in Early Childhood Education. Basic computer skills for parent communication. No programming or analytical experience.",0
"Florist with retail and design experience. 4 years managing flower shop and creating arrangements. Some college completed. Basic POS and inventory tracking experience. Creative skills but no technical background.",0
"Truck driver with logistics and scheduling experience. 8 years in transportation industry. High school diploma. Experience with GPS and basic routing software. Looking for career change but no technical skills.",0
"Hair stylist with salon management experience. 6 years building client relationships and managing appointments. Some vocational training. Basic scheduling software experience. Strong creativity but no technical background.",0
"Lifeguard and swim instructor with safety training. 4 years at community pool and recreation center. Some college completed. First aid and CPR certified. Strong attention but no technical or analytical skills.",0
"Housekeeping supervisor managing cleaning staff at hotel. 5 years of experience with scheduling and quality control. High school diploma. Basic computer skills for reporting. No programming or data analysis background.",0
"Landscaper with grounds maintenance experience. 6 years managing commercial and residential properties. Some vocational training. Experience with equipment and basic scheduling tools. No technical background.",0
"Pet groomer with small business management experience. 4 years running grooming business. Associate's degree in Business. Basic accounting and scheduling software. No programming or analytical skills.",0
"Massage therapist with wellness industry experience. 5 years at spa and private practice. Certificate in Massage Therapy. Basic appointment scheduling skills. No technical or data analysis background.",0
"Forklift operator with warehouse logistics experience. 6 years in distribution centers. High school diploma plus forklift certification. Experience with inventory scanning. No programming or analytical skills.",0
"Janitor with facility maintenance experience. 8 years at corporate office building. High school diploma. Basic equipment operation. Looking for career advancement but no technical training.",0
"Seamstress with clothing alteration and design experience. 7 years at dry cleaner and bridal shop. Vocational certification. Basic computer skills for customer records. Creative background but no technical skills.",0
"School bus driver with transportation and child safety experience. 6 years with school district. CDL license. Basic route planning and scheduling. No programming or data analysis background.",0
"Housekeeper with residential cleaning experience. 5 years in private households. High school diploma. Basic communication skills. Looking for career change but no technical background.",0
"Painter with residential and commercial experience. 8 years in construction industry. Vocational training. Basic estimation and quoting skills. No technical or analytical background.",0
"Window washer with commercial building experience. 4 years at facilities company. High school diploma. Safety certification. Looking for office-based career but no technical skills.",0
"Crossing guard with traffic safety experience. 3 years at elementary school. High school diploma. Strong attention to detail. No technical or analytical background.",0
"Senior machine learning engineer with 8 years experience building production ML systems for autonomous systems. Expert in PyTorch, TensorFlow, and C++ with deep experience in sensor fusion, object tracking, and trajectory prediction. Built perception systems processing LiDAR, camera, and radar data at 30Hz with 99.9% availability. Led team of 5 engineers developing motion planning models. MS in Robotics from CMU with publications at ICRA and RSS.",1
"Staff data scientist with 10 years experience across consulting and tech leading analytics transformation initiatives. Expert in Python, SQL, and ML frameworks with strong business acumen. Built customer analytics platforms generating $50M+ in incremental value. Experience with C-suite communication, team building, and strategic planning. MBA and MS in Statistics from top programs.",1
"Principal ML engineer specializing in large-scale recommendation systems serving 500M+ users. 9 years of experience with collaborative filtering, deep learning recommenders, and real-time personalization. Expert in TensorFlow, Spark, and distributed systems. Designed recommendation architecture reducing latency by 60% while improving relevance metrics by 25%. Led technical strategy for ML platform serving multiple product teams.",1
"Research scientist at leading AI lab working on foundation models for scientific applications. PhD from Berkeley in Physics with postdoc in ML. Published 20+ papers at top venues including Nature, Science, NeurIPS, and ICML. Expert in geometric deep learning, symmetry-preserving architectures, and scientific computing. Experience with molecular dynamics, protein structure, and materials science applications.",1
"Distinguished engineer building next-generation ML infrastructure for cloud provider. 15 years of experience spanning systems engineering and ML. Designed multi-tenant ML platform serving 100K+ models with automatic scaling and fault tolerance. Expert in distributed systems, Kubernetes, and GPU programming. Technical advisor to multiple startups and frequent conference speaker.",1
"Lead applied scientist developing LLM-based agents and tool use for enterprise applications. 6 years of experience with language models, reasoning systems, and human-AI interaction. Expert in prompt engineering, fine-tuning, and evaluation methodology. Built agent systems handling complex multi-step workflows with 90%+ task completion rate. Published research on planning and tool use at NeurIPS.",1
"Senior ML engineer specializing in speech and audio understanding for voice-first products. 7 years of experience with ASR, speaker recognition, and audio event detection. Expert in PyTorch, end-to-end speech models, and streaming inference. Built multilingual ASR system supporting 50+ languages with real-time transcription. Experience with wake word detection, noise robustness, and personalization.",1
"Staff data engineer building data infrastructure for AI-first company. 8 years of experience with petabyte-scale data systems supporting training and inference. Expert in Spark, Kafka, and cloud platforms. Designed data lakehouse architecture with unified batch and streaming processing. Experience with data quality, lineage, and governance for regulated ML applications.",1
"Principal applied scientist leading pricing and revenue management ML team at travel company. 10 years of experience with demand forecasting, dynamic pricing, and optimization. Expert in Python, operations research, and causal ML. Built pricing system managing $1B+ in revenue with significant margin improvement. Experience with competitive dynamics, market design, and strategic decision support.",1
"Senior research engineer developing AI systems for drug discovery at biotech company. 6 years of experience with molecular generation, property prediction, and experimental design. Expert in PyTorch, RDKit, and computational chemistry. Built virtual screening pipeline identifying novel drug candidates now in clinical trials. PhD in Computational Biology with papers at NeurIPS and ICML workshops.",1
"Lead ML engineer building real-time fraud prevention for payment network. 7 years of experience with fraud detection, graph analytics, and streaming systems. Expert in Python, Spark Streaming, and TensorFlow. Designed fraud detection system processing 100K+ transactions per second with sub-100ms decisions. Experience with adversarial robustness, concept drift, and regulatory compliance.",1
"Staff software engineer specializing in ML compiler and runtime optimization. 8 years of experience with LLVM, TVM, and hardware acceleration. Expert in C++, CUDA, and compiler design. Built optimization passes achieving 3x speedup for transformer inference on custom accelerators. Experience with quantization, operator fusion, and memory optimization for edge deployment.",1
"Senior data scientist building experimentation platform for major tech company. 6 years of experience with causal inference, A/B testing, and statistical methodology. Expert in Python, R, and experimental design. Designed platform running 10K+ experiments annually with automated analysis and decision support. Published papers on variance reduction and interference handling.",1
"Principal ML researcher working on video understanding and generation. 8 years of experience with temporal modeling, action recognition, and video synthesis. Expert in PyTorch and large-scale video processing. Published 25+ papers at CVPR, ICCV, and NeurIPS including influential work on video transformers. Experience with dataset curation, benchmark development, and industry collaboration.",1
"Lead applied scientist developing personalized learning and education technology. 5 years of experience with knowledge tracing, adaptive testing, and learner modeling. Expert in Python, Bayesian methods, and reinforcement learning. Built adaptive learning system improving student outcomes by 30%. PhD in Learning Sciences with publications on educational data mining.",1
"Senior ML engineer building content moderation and trust & safety systems. 6 years of experience with harmful content detection, policy enforcement, and appeals systems. Expert in NLP, computer vision, and multimodal learning. Designed moderation pipeline handling 10B+ content pieces with 99%+ precision. Experience with model fairness, cultural context, and policy complexity.",1
"Staff data scientist leading sports analytics team for professional league. 7 years of experience with player tracking data, performance modeling, and injury prediction. Expert in Python, computer vision, and statistical methods. Built player valuation system and draft recommendation models. Experience with real-time analytics, broadcast integration, and team consulting.",1
"Principal research scientist studying emergent capabilities in large language models. 6 years of experience with scaling laws, in-context learning, and capability evaluation. Expert in PyTorch and large-scale training. Published influential papers on emergent abilities, chain-of-thought reasoning, and instruction following. Experience with model development, safety evaluation, and research strategy.",1
"Senior software engineer building distributed training systems for 100B+ parameter models. 7 years of experience with model parallelism, pipeline parallelism, and efficient communication. Expert in PyTorch, NCCL, and HPC. Designed training framework achieving 50% MFU on large GPU clusters. Experience with checkpoint management, fault tolerance, and resource scheduling.",1
"Lead data scientist developing clinical decision support systems for healthcare network. 8 years of experience with EHR data, clinical prediction models, and healthcare operations. Expert in Python, R, and statistical methods. Built sepsis prediction system reducing mortality by 20%. Experience with clinical deployment, physician workflow integration, and regulatory requirements.",1
"Senior ML engineer specializing in geospatial AI and satellite imagery analysis. 6 years of experience with remote sensing, change detection, and earth observation. Expert in PyTorch, geospatial libraries, and cloud computing. Built land use classification system processing global satellite imagery. Experience with climate applications, disaster response, and agricultural monitoring.",1
"Staff applied scientist developing financial NLP systems for investment management. 7 years of experience with sentiment analysis, information extraction, and document understanding. Expert in transformer models, knowledge graphs, and quantitative finance. Built earnings call analysis system improving signal generation. Experience with alternative data, regulatory filings, and real-time news processing.",1
"Principal data engineer building feature platform serving 1000+ ML models. 9 years of experience with feature stores, real-time serving, and data infrastructure. Expert in Scala, Spark, and distributed systems. Designed feature platform with sub-5ms P99 latency and petabyte-scale storage. Experience with feature discovery, versioning, and cross-team governance.",1
"Senior research engineer working on neural network efficiency and green AI. 5 years of experience with model compression, efficient architectures, and carbon-aware computing. Expert in PyTorch and optimization methods. Published papers on energy-efficient training and inference at NeurIPS and ICML. Experience with sustainability metrics, hardware efficiency, and environmental impact assessment.",1
"Lead ML engineer building autonomous drone systems for delivery and inspection. 6 years of experience with perception, planning, and control for aerial vehicles. Expert in ROS, PyTorch, and embedded systems. Designed end-to-end autonomy stack enabling beyond-visual-line-of-sight operations. Experience with FAA regulations, safety systems, and field deployment.",1
"Staff data scientist developing insurance ML models for pricing and claims. 8 years of experience with actuarial modeling, fraud detection, and risk assessment. Expert in Python, R, and statistical methods. Built claims prediction system reducing loss ratio by 5 points. Experience with regulatory compliance, rate filing, and explainable AI requirements.",1
"Senior applied scientist working on multimodal understanding for accessibility applications. 5 years of experience with image captioning, scene description, and assistive technology. Expert in vision-language models and user-centered design. Built accessibility features helping millions of users with visual impairments. Published research on inclusive AI at top venues.",1
"Principal ML researcher studying robustness and reliability of deployed ML systems. 7 years of experience with distribution shift, uncertainty quantification, and monitoring. Expert in PyTorch and theoretical analysis. Published influential papers on out-of-distribution detection and calibration at NeurIPS and ICML. Experience with production ML failure analysis and mitigation strategies.",1
"Lead data engineer building data mesh architecture for enterprise analytics. 8 years of experience with data products, self-service platforms, and federated governance. Expert in cloud platforms, Kubernetes, and data orchestration. Designed data mesh supporting 100+ domain teams. Experience with data contracts, quality SLAs, and organizational transformation.",1
"Senior ML engineer developing privacy-preserving ML systems for healthcare. 6 years of experience with federated learning, differential privacy, and secure computation. Expert in Python, cryptographic protocols, and distributed systems. Built federated learning platform enabling cross-hospital model training. Experience with HIPAA compliance, synthetic data generation, and privacy-utility tradeoffs.",1
"Staff research scientist working on controllable generation and creative AI applications. 6 years of experience with diffusion models, style transfer, and interactive systems. Expert in PyTorch and generative modeling. Published papers on controllable synthesis at CVPR, SIGGRAPH, and NeurIPS. Experience with user studies, product integration, and ethical considerations in creative AI.",1
"Senior software engineer building low-latency ML serving for advertising systems. 7 years of experience with real-time bidding, CTR prediction, and serving optimization. Expert in C++, Python, and distributed systems. Designed serving infrastructure handling 10M+ predictions per second with P99 < 5ms. Experience with feature caching, model ensembles, and A/B testing.",1
"Lead applied scientist developing conversational search and question answering systems. 6 years of experience with retrieval-augmented generation, query understanding, and dialogue. Expert in transformer models, vector databases, and production NLP. Built conversational assistant handling 10M+ queries daily. Published research on open-domain QA at ACL and EMNLP.",1
